Adresse,City,Link,Type,Størrelse,Pris,Pris_m2,latitude,longitude,kommune
Roskildevej 333,4390 Vipperød,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/andre-typer/0fbe5962-a565-455d-a557-79f34221c51b,"Andre typer, salg",663 m²,4.800.000 kr.,7.239 kr./m²,55.671425,12.46235,Rødovre Kommune
Stjernehjulet 4,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/lager-produktion/aa5f9d56-3ac0-4794-b1d7-2dcebf1ed6ef,"Lager & produktion, salg",1.051 m²,3.800.000 kr.,3.615 kr./m²,55.02398,11.892343,Vordingborg Kommune
Gl. Ringkøbingvej 24,6900 Skjern,https://www.ejendomstorvet.dk/koeb/vestjylland/ringkoebing-skjern/andre-typer/2489291d-9b1a-45aa-acc4-c7a247ea0f5a,"Andre typer, salg",302 m²,2.200.000 kr.,7.284 kr./m²,56.135624,8.945801,Herning Kommune
Nørregade 1A,7800 Skive,https://www.ejendomstorvet.dk/koeb/vestjylland/skive/detailhandel-butik/cc394976-6f4c-48cb-b0d3-7394baabbf59,"Detailhandel & butik, salg",125 m²,1.950.000 kr.,15.600 kr./m²,55.776686,12.504187,Lyngby-Taarbæk Kommune
Smedegade 10,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/f45602a9-d238-490c-b4d9-7e8682715896,"Andre typer, salg",481 m²,5.000.000 kr.,10.395 kr./m²,56.196239,10.216349,Aarhus Kommune
Vinkelvej 1B,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/grunde/b47b2a54-c6a5-4c60-b172-988e51368979,"Grunde, salg",6.980 m²,1.500.000 kr.,0 kr./m²,55.770122,12.496629,Lyngby-Taarbæk Kommune
Aarøsundvej 2,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/detailhandel-butik/f76378bf-3d41-47e3-9857-aff49f8a5fa3,"Detailhandel & butik, salg",684 m²,1.675.000 kr.,2.448 kr./m²,55.245219,9.490836,Haderslev Kommune
Rørvigvej 34,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/lager-produktion/b1854f23-d887-41ac-bbd0-5b10ddfe795e,"Lager & produktion, salg",204 m²,1.200.000 kr.,5.882 kr./m²,55.928781,11.672703,Odsherred Kommune
Jens Olsens Vej 9,8200 Aarhus N,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/ccc9a20a-475a-4d59-be6b-193bd069d868,"Lager & produktion, salg",3.795 m²,22.000.000 kr.,5.797 kr./m²,56.208845,10.181562,Aarhus Kommune
Algade 22E,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/hotel-restaurant/b9956e21-ad57-46c8-8aa7-ea664547e96f,"Hotel & restaurant, salg",300 m²,1.500.000 kr.,5.000 kr./m²,55.011501,11.90334,Vordingborg Kommune
Rungstedvej 19A,2970 Hørsholm,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hoersholm/detailhandel-butik/a6eb37a5-e308-423c-b5d4-23f4fb61d76a,"Detailhandel & butik, salg",58 m²,1.550.000 kr.,26.724 kr./m²,55.878896,12.502848,Hørsholm Kommune
"Gl. Esbjergvej 1B, 3, 3A,",6600 Vejen,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/grunde/9ab43619-e42d-46cc-af3f-96a80dbc4051,"Grunde, salg",8.763 m²,9.100.000 kr.,17.704 kr./m²,,,
"Storegade 48A, st",6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/andre-typer/e84c8e56-ebe7-4166-9da6-2091f4e84d8c,"Andre typer, salg",348 m²,1.800.000 kr.,5.172 kr./m²,,,
Bomhusvej 3,6300 Gråsten,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/grunde/b8c25a2b-9aad-4655-9541-58f0b83e9be0,"Grunde, salg",15.282 m²,8.250.000 kr.,8.217 kr./m²,54.692708,11.376778,Lolland Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/detailhandel-butik/cb42bdd5-14a1-4911-8056-36bff21e6f49,"Detailhandel & butik, salg",708 m²,3.745.000 kr.,5.289 kr./m²,55.232352,11.747158,Næstved Kommune
Østergade 11,3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/andre-typer/ccf54560-5e03-4ec3-93d0-c6398b20e99d,"Andre typer, salg",1.278 m²,10.000.000 kr.,7.824 kr./m²,55.680013,12.583878,Københavns Kommune
"Ørstedsvej 1A, 8660 Skanderborg",8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/edc53eb9-6851-4e53-a438-d7bd3708f76b,"Grunde, salg",93.200 m²,65.240.000 kr.,0 kr./m²,56.0691795,9.9769301,Skanderborg Kommune
"Kirkegade 2, st",8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/d0aff71e-0e92-4644-9f2b-40a8b7826378,"Detailhandel & butik, salg",390 m²,2.500.000 kr.,6.410 kr./m²,,,
Teknikvej 10,4532 Gislinge,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/andre-typer/2c4a440f-9259-499b-a052-1439f5b6cae5,"Andre typer, salg",427 m²,4.895.000 kr.,11.463 kr./m²,55.727455,11.546642,Holbæk Kommune
Havnealle 45,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/d19d14ba-8d8a-4903-99c8-399226af9b81,"Andre typer, salg",453 m²,6.600.000 kr.,14.569 kr./m²,55.859502,9.858356,Horsens Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/grunde/210b61c6-6c09-4791-984e-876a62f4e6e8,"Grunde, salg",950 m²,400.000 kr.,0 kr./m²,55.232352,11.747158,Næstved Kommune
"Korningvej 99,",8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/andre-typer/bac0762d-e322-42d6-86d5-61314333483f,"Andre typer, salg",463 m²,1.875.000 kr.,4.049 kr./m²,55.852041,9.706638,Hedensted Kommune
Niels Bohrs Vej 39,8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/2b8fc4ec-f235-4539-9664-dfec2bddd8b9,"Grunde, salg",14.025 m²,5.960.625 kr.,425 kr./m²,56.131119,10.175199,Aarhus Kommune
Snellemark 17,3700 Rønne,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/hotel-restaurant/139d785a-2fe8-43ca-a286-8ee996fc8faa,"Hotel & restaurant, salg",140 m²,375.000 kr.,2.678 kr./m²,55.101497,14.694142,Bornholms Regionskommune
Smedegade 10,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/f45602a9-d238-490c-b4d9-7e8682715896,"Andre typer, salg",481 m²,5.000.000 kr.,10.395 kr./m²,56.196239,10.216349,Aarhus Kommune
Vinkelvej 1B,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/grunde/b47b2a54-c6a5-4c60-b172-988e51368979,"Grunde, salg",6.980 m²,1.500.000 kr.,0 kr./m²,55.770122,12.496629,Lyngby-Taarbæk Kommune
Aarøsundvej 2,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/detailhandel-butik/f76378bf-3d41-47e3-9857-aff49f8a5fa3,"Detailhandel & butik, salg",684 m²,1.675.000 kr.,2.448 kr./m²,55.245219,9.490836,Haderslev Kommune
Rørvigvej 34,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/lager-produktion/b1854f23-d887-41ac-bbd0-5b10ddfe795e,"Lager & produktion, salg",204 m²,1.200.000 kr.,5.882 kr./m²,55.928781,11.672703,Odsherred Kommune
Jens Olsens Vej 9,8200 Aarhus N,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/ccc9a20a-475a-4d59-be6b-193bd069d868,"Lager & produktion, salg",3.795 m²,22.000.000 kr.,5.797 kr./m²,56.208845,10.181562,Aarhus Kommune
Algade 22E,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/hotel-restaurant/b9956e21-ad57-46c8-8aa7-ea664547e96f,"Hotel & restaurant, salg",300 m²,1.500.000 kr.,5.000 kr./m²,55.011501,11.90334,Vordingborg Kommune
Rungstedvej 19A,2970 Hørsholm,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hoersholm/detailhandel-butik/a6eb37a5-e308-423c-b5d4-23f4fb61d76a,"Detailhandel & butik, salg",58 m²,1.550.000 kr.,26.724 kr./m²,55.878896,12.502848,Hørsholm Kommune
"Gl. Esbjergvej 1B, 3, 3A,",6600 Vejen,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/grunde/9ab43619-e42d-46cc-af3f-96a80dbc4051,"Grunde, salg",8.763 m²,9.100.000 kr.,17.704 kr./m²,,,
"Storegade 48A, st",6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/andre-typer/e84c8e56-ebe7-4166-9da6-2091f4e84d8c,"Andre typer, salg",348 m²,1.800.000 kr.,5.172 kr./m²,,,
Bomhusvej 3,6300 Gråsten,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/grunde/b8c25a2b-9aad-4655-9541-58f0b83e9be0,"Grunde, salg",15.282 m²,8.250.000 kr.,8.217 kr./m²,54.692708,11.376778,Lolland Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/detailhandel-butik/cb42bdd5-14a1-4911-8056-36bff21e6f49,"Detailhandel & butik, salg",708 m²,3.745.000 kr.,5.289 kr./m²,55.232352,11.747158,Næstved Kommune
Østergade 11,3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/andre-typer/ccf54560-5e03-4ec3-93d0-c6398b20e99d,"Andre typer, salg",1.278 m²,10.000.000 kr.,7.824 kr./m²,55.680013,12.583878,Københavns Kommune
"Ørstedsvej 1A, 8660 Skanderborg",8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/edc53eb9-6851-4e53-a438-d7bd3708f76b,"Grunde, salg",93.200 m²,65.240.000 kr.,0 kr./m²,56.0691795,9.9769301,Skanderborg Kommune
"Kirkegade 2, st",8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/d0aff71e-0e92-4644-9f2b-40a8b7826378,"Detailhandel & butik, salg",390 m²,2.500.000 kr.,6.410 kr./m²,,,
Teknikvej 10,4532 Gislinge,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/andre-typer/2c4a440f-9259-499b-a052-1439f5b6cae5,"Andre typer, salg",427 m²,4.895.000 kr.,11.463 kr./m²,55.727455,11.546642,Holbæk Kommune
Havnealle 45,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/d19d14ba-8d8a-4903-99c8-399226af9b81,"Andre typer, salg",453 m²,6.600.000 kr.,14.569 kr./m²,55.859502,9.858356,Horsens Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/grunde/210b61c6-6c09-4791-984e-876a62f4e6e8,"Grunde, salg",950 m²,400.000 kr.,0 kr./m²,55.232352,11.747158,Næstved Kommune
"Korningvej 99,",8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/andre-typer/bac0762d-e322-42d6-86d5-61314333483f,"Andre typer, salg",463 m²,1.875.000 kr.,4.049 kr./m²,55.852041,9.706638,Hedensted Kommune
Niels Bohrs Vej 39,8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/2b8fc4ec-f235-4539-9664-dfec2bddd8b9,"Grunde, salg",14.025 m²,5.960.625 kr.,425 kr./m²,56.131119,10.175199,Aarhus Kommune
Snellemark 17,3700 Rønne,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/hotel-restaurant/139d785a-2fe8-43ca-a286-8ee996fc8faa,"Hotel & restaurant, salg",140 m²,375.000 kr.,2.678 kr./m²,55.101497,14.694142,Bornholms Regionskommune
Smedegade 10,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/f45602a9-d238-490c-b4d9-7e8682715896,"Andre typer, salg",481 m²,5.000.000 kr.,10.395 kr./m²,56.196239,10.216349,Aarhus Kommune
Vinkelvej 1B,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/grunde/b47b2a54-c6a5-4c60-b172-988e51368979,"Grunde, salg",6.980 m²,1.500.000 kr.,0 kr./m²,55.770122,12.496629,Lyngby-Taarbæk Kommune
Aarøsundvej 2,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/detailhandel-butik/f76378bf-3d41-47e3-9857-aff49f8a5fa3,"Detailhandel & butik, salg",684 m²,1.675.000 kr.,2.448 kr./m²,55.245219,9.490836,Haderslev Kommune
Rørvigvej 34,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/lager-produktion/b1854f23-d887-41ac-bbd0-5b10ddfe795e,"Lager & produktion, salg",204 m²,1.200.000 kr.,5.882 kr./m²,55.928781,11.672703,Odsherred Kommune
Jens Olsens Vej 9,8200 Aarhus N,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/ccc9a20a-475a-4d59-be6b-193bd069d868,"Lager & produktion, salg",3.795 m²,22.000.000 kr.,5.797 kr./m²,56.208845,10.181562,Aarhus Kommune
Algade 22E,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/hotel-restaurant/b9956e21-ad57-46c8-8aa7-ea664547e96f,"Hotel & restaurant, salg",300 m²,1.500.000 kr.,5.000 kr./m²,55.011501,11.90334,Vordingborg Kommune
Rungstedvej 19A,2970 Hørsholm,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hoersholm/detailhandel-butik/a6eb37a5-e308-423c-b5d4-23f4fb61d76a,"Detailhandel & butik, salg",58 m²,1.550.000 kr.,26.724 kr./m²,55.878896,12.502848,Hørsholm Kommune
"Gl. Esbjergvej 1B, 3, 3A,",6600 Vejen,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/grunde/9ab43619-e42d-46cc-af3f-96a80dbc4051,"Grunde, salg",8.763 m²,9.100.000 kr.,17.704 kr./m²,,,
"Storegade 48A, st",6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/andre-typer/e84c8e56-ebe7-4166-9da6-2091f4e84d8c,"Andre typer, salg",348 m²,1.800.000 kr.,5.172 kr./m²,,,
Bomhusvej 3,6300 Gråsten,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/grunde/b8c25a2b-9aad-4655-9541-58f0b83e9be0,"Grunde, salg",15.282 m²,8.250.000 kr.,8.217 kr./m²,54.692708,11.376778,Lolland Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/detailhandel-butik/cb42bdd5-14a1-4911-8056-36bff21e6f49,"Detailhandel & butik, salg",708 m²,3.745.000 kr.,5.289 kr./m²,55.232352,11.747158,Næstved Kommune
Østergade 11,3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/andre-typer/ccf54560-5e03-4ec3-93d0-c6398b20e99d,"Andre typer, salg",1.278 m²,10.000.000 kr.,7.824 kr./m²,55.680013,12.583878,Københavns Kommune
"Ørstedsvej 1A, 8660 Skanderborg",8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/edc53eb9-6851-4e53-a438-d7bd3708f76b,"Grunde, salg",93.200 m²,65.240.000 kr.,0 kr./m²,56.0691795,9.9769301,Skanderborg Kommune
"Kirkegade 2, st",8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/d0aff71e-0e92-4644-9f2b-40a8b7826378,"Detailhandel & butik, salg",390 m²,2.500.000 kr.,6.410 kr./m²,,,
Teknikvej 10,4532 Gislinge,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/andre-typer/2c4a440f-9259-499b-a052-1439f5b6cae5,"Andre typer, salg",427 m²,4.895.000 kr.,11.463 kr./m²,55.727455,11.546642,Holbæk Kommune
Havnealle 45,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/d19d14ba-8d8a-4903-99c8-399226af9b81,"Andre typer, salg",453 m²,6.600.000 kr.,14.569 kr./m²,55.859502,9.858356,Horsens Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/grunde/210b61c6-6c09-4791-984e-876a62f4e6e8,"Grunde, salg",950 m²,400.000 kr.,0 kr./m²,55.232352,11.747158,Næstved Kommune
"Korningvej 99,",8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/andre-typer/bac0762d-e322-42d6-86d5-61314333483f,"Andre typer, salg",463 m²,1.875.000 kr.,4.049 kr./m²,55.852041,9.706638,Hedensted Kommune
Niels Bohrs Vej 39,8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/2b8fc4ec-f235-4539-9664-dfec2bddd8b9,"Grunde, salg",14.025 m²,5.960.625 kr.,425 kr./m²,56.131119,10.175199,Aarhus Kommune
Snellemark 17,3700 Rønne,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/hotel-restaurant/139d785a-2fe8-43ca-a286-8ee996fc8faa,"Hotel & restaurant, salg",140 m²,375.000 kr.,2.678 kr./m²,55.101497,14.694142,Bornholms Regionskommune
Smedegade 10,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/f45602a9-d238-490c-b4d9-7e8682715896,"Andre typer, salg",481 m²,5.000.000 kr.,10.395 kr./m²,56.196239,10.216349,Aarhus Kommune
Vinkelvej 1B,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/grunde/b47b2a54-c6a5-4c60-b172-988e51368979,"Grunde, salg",6.980 m²,1.500.000 kr.,0 kr./m²,55.770122,12.496629,Lyngby-Taarbæk Kommune
Aarøsundvej 2,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/detailhandel-butik/f76378bf-3d41-47e3-9857-aff49f8a5fa3,"Detailhandel & butik, salg",684 m²,1.675.000 kr.,2.448 kr./m²,55.245219,9.490836,Haderslev Kommune
Rørvigvej 34,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/lager-produktion/b1854f23-d887-41ac-bbd0-5b10ddfe795e,"Lager & produktion, salg",204 m²,1.200.000 kr.,5.882 kr./m²,55.928781,11.672703,Odsherred Kommune
Jens Olsens Vej 9,8200 Aarhus N,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/ccc9a20a-475a-4d59-be6b-193bd069d868,"Lager & produktion, salg",3.795 m²,22.000.000 kr.,5.797 kr./m²,56.208845,10.181562,Aarhus Kommune
Algade 22E,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/hotel-restaurant/b9956e21-ad57-46c8-8aa7-ea664547e96f,"Hotel & restaurant, salg",300 m²,1.500.000 kr.,5.000 kr./m²,55.011501,11.90334,Vordingborg Kommune
Rungstedvej 19A,2970 Hørsholm,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hoersholm/detailhandel-butik/a6eb37a5-e308-423c-b5d4-23f4fb61d76a,"Detailhandel & butik, salg",58 m²,1.550.000 kr.,26.724 kr./m²,55.878896,12.502848,Hørsholm Kommune
"Gl. Esbjergvej 1B, 3, 3A,",6600 Vejen,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/grunde/9ab43619-e42d-46cc-af3f-96a80dbc4051,"Grunde, salg",8.763 m²,9.100.000 kr.,17.704 kr./m²,,,
"Storegade 48A, st",6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/andre-typer/e84c8e56-ebe7-4166-9da6-2091f4e84d8c,"Andre typer, salg",348 m²,1.800.000 kr.,5.172 kr./m²,,,
Bomhusvej 3,6300 Gråsten,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/grunde/b8c25a2b-9aad-4655-9541-58f0b83e9be0,"Grunde, salg",15.282 m²,8.250.000 kr.,8.217 kr./m²,54.692708,11.376778,Lolland Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/detailhandel-butik/cb42bdd5-14a1-4911-8056-36bff21e6f49,"Detailhandel & butik, salg",708 m²,3.745.000 kr.,5.289 kr./m²,55.232352,11.747158,Næstved Kommune
Østergade 11,3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/andre-typer/ccf54560-5e03-4ec3-93d0-c6398b20e99d,"Andre typer, salg",1.278 m²,10.000.000 kr.,7.824 kr./m²,55.680013,12.583878,Københavns Kommune
"Ørstedsvej 1A, 8660 Skanderborg",8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/edc53eb9-6851-4e53-a438-d7bd3708f76b,"Grunde, salg",93.200 m²,65.240.000 kr.,0 kr./m²,56.0691795,9.9769301,Skanderborg Kommune
"Kirkegade 2, st",8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/d0aff71e-0e92-4644-9f2b-40a8b7826378,"Detailhandel & butik, salg",390 m²,2.500.000 kr.,6.410 kr./m²,,,
Teknikvej 10,4532 Gislinge,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/andre-typer/2c4a440f-9259-499b-a052-1439f5b6cae5,"Andre typer, salg",427 m²,4.895.000 kr.,11.463 kr./m²,55.727455,11.546642,Holbæk Kommune
Havnealle 45,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/d19d14ba-8d8a-4903-99c8-399226af9b81,"Andre typer, salg",453 m²,6.600.000 kr.,14.569 kr./m²,55.859502,9.858356,Horsens Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/grunde/210b61c6-6c09-4791-984e-876a62f4e6e8,"Grunde, salg",950 m²,400.000 kr.,0 kr./m²,55.232352,11.747158,Næstved Kommune
"Korningvej 99,",8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/andre-typer/bac0762d-e322-42d6-86d5-61314333483f,"Andre typer, salg",463 m²,1.875.000 kr.,4.049 kr./m²,55.852041,9.706638,Hedensted Kommune
Niels Bohrs Vej 39,8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/2b8fc4ec-f235-4539-9664-dfec2bddd8b9,"Grunde, salg",14.025 m²,5.960.625 kr.,425 kr./m²,56.131119,10.175199,Aarhus Kommune
Snellemark 17,3700 Rønne,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/hotel-restaurant/139d785a-2fe8-43ca-a286-8ee996fc8faa,"Hotel & restaurant, salg",140 m²,375.000 kr.,2.678 kr./m²,55.101497,14.694142,Bornholms Regionskommune
Smedegade 10,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/f45602a9-d238-490c-b4d9-7e8682715896,"Andre typer, salg",481 m²,5.000.000 kr.,10.395 kr./m²,56.196239,10.216349,Aarhus Kommune
Vinkelvej 1B,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/grunde/b47b2a54-c6a5-4c60-b172-988e51368979,"Grunde, salg",6.980 m²,1.500.000 kr.,0 kr./m²,55.770122,12.496629,Lyngby-Taarbæk Kommune
Aarøsundvej 2,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/detailhandel-butik/f76378bf-3d41-47e3-9857-aff49f8a5fa3,"Detailhandel & butik, salg",684 m²,1.675.000 kr.,2.448 kr./m²,55.245219,9.490836,Haderslev Kommune
Rørvigvej 34,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/lager-produktion/b1854f23-d887-41ac-bbd0-5b10ddfe795e,"Lager & produktion, salg",204 m²,1.200.000 kr.,5.882 kr./m²,55.928781,11.672703,Odsherred Kommune
Jens Olsens Vej 9,8200 Aarhus N,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/ccc9a20a-475a-4d59-be6b-193bd069d868,"Lager & produktion, salg",3.795 m²,22.000.000 kr.,5.797 kr./m²,56.208845,10.181562,Aarhus Kommune
Algade 22E,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/hotel-restaurant/b9956e21-ad57-46c8-8aa7-ea664547e96f,"Hotel & restaurant, salg",300 m²,1.500.000 kr.,5.000 kr./m²,55.011501,11.90334,Vordingborg Kommune
Rungstedvej 19A,2970 Hørsholm,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hoersholm/detailhandel-butik/a6eb37a5-e308-423c-b5d4-23f4fb61d76a,"Detailhandel & butik, salg",58 m²,1.550.000 kr.,26.724 kr./m²,55.878896,12.502848,Hørsholm Kommune
"Gl. Esbjergvej 1B, 3, 3A,",6600 Vejen,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/grunde/9ab43619-e42d-46cc-af3f-96a80dbc4051,"Grunde, salg",8.763 m²,9.100.000 kr.,17.704 kr./m²,,,
"Storegade 48A, st",6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/andre-typer/e84c8e56-ebe7-4166-9da6-2091f4e84d8c,"Andre typer, salg",348 m²,1.800.000 kr.,5.172 kr./m²,,,
Bomhusvej 3,6300 Gråsten,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/grunde/b8c25a2b-9aad-4655-9541-58f0b83e9be0,"Grunde, salg",15.282 m²,8.250.000 kr.,8.217 kr./m²,54.692708,11.376778,Lolland Kommune
Slagelsevej 59,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/detailhandel-butik/cb42bdd5-14a1-4911-8056-36bff21e6f49,"Detailhandel & butik, salg",708 m²,3.745.000 kr.,5.289 kr./m²,55.232352,11.747158,Næstved Kommune
Østergade 11,3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/andre-typer/ccf54560-5e03-4ec3-93d0-c6398b20e99d,"Andre typer, salg",1.278 m²,10.000.000 kr.,7.824 kr./m²,55.680013,12.583878,Københavns Kommune
"Ørstedsvej 1A, 8660 Skanderborg",8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/edc53eb9-6851-4e53-a438-d7bd3708f76b,"Grunde, salg",93.200 m²,65.240.000 kr.,0 kr./m²,56.0691795,9.9769301,Skanderborg Kommune
"Kirkegade 2, st",8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/d0aff71e-0e92-4644-9f2b-40a8b7826378,"Detailhandel & butik, salg",390 m²,2.500.000 kr.,6.410 kr./m²,,,
