Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude,kommune
"Glatvedvej 13,  8444 Balle",https://www.boliga.dk/adresse/glatvedvej-13-8444-balle-1566162577,Villa med 7 værelser,3.295.000 kr.,7,247 m²,18.776 m²,56.316841,10.845896,Norddjurs Kommune
"Haslevgaarde Bakker 51, Haslevgaarde,  9560 Hadsund",https://www.boliga.dk/adresse/haslevgaarde-bakker-51-9560-hadsund-209280065,Fritidshus med 5 værelser,3.395.000 kr.,5,137 m²,Ejerudgift: 3.100 kr. / md.,56.770439,10.287596,Mariagerfjord Kommune
"Skrosbjergvej 6,  4682 Tureby",https://www.boliga.dk/adresse/skrosbjergvej-6-4682-tureby-571504612?e=2204224,Landejendom med 8 værelser,3.495.000 kr.,8,374 m²,50.000 m²,55.357389,12.121828,Stevns Kommune
"Ryvejen 42, Jeksen,  8362 Hørning",https://www.boliga.dk/adresse/ryvejen-42-8362-hoerning-595673188,Villa med 7 værelser,3.495.000 kr.,7,236 m²,2.924 m²,56.092648,9.943399,Skanderborg Kommune
"Fredskovens Åvej 4, Bjerge Sydstrand,  4480 Store Fuglede",https://www.boliga.dk/adresse/fredskovens-aavej-4-4480-store-fuglede-275615139,Fritidshus med 5 værelser,3.495.000 kr.,5,200 m²,Ejerudgift: 3.110 kr. / md.,55.553585,11.163477,Kalundborg Kommune
"Åsvej 4, Silstrup,  7700 Thisted",https://www.boliga.dk/adresse/aasvej-4-7700-thisted-1417029199,Landejendom med 5 værelser,-3%  3.498.000 kr.,5,192 m²,22.500 m²,,,
"Hans Tausensgade 37,  5550 Langeskov",https://www.boliga.dk/adresse/hans-tausensgade-37-5550-langeskov-1003820456,Villa med 7 værelser,3.795.000 kr.,7,231 m²,2.770 m²,55.380653,10.567121,Kerteminde Kommune
"Sune Ebbesensvej 24,  3300 Frederiksværk",https://www.boliga.dk/adresse/sune-ebbesensvej-24-3300-frederiksvaerk-563856573,Fritidshus med 4 værelser,4.480.000 kr.,4,85 m²,Ejerudgift: 3.964 kr. / md.,56.020985,12.04334,Halsnæs Kommune
"Borupvej 6,  4174 Jystrup Midtsj",https://www.boliga.dk/adresse/borupvej-6-4174-jystrup-midtsj-1154777340,Landejendom med 8 værelser,4.495.000 kr.,8,195 m²,44.304 m²,55.506216,11.888746,Ringsted Kommune
"Kiselvej 4, Yderby Lyng,  4583 Sjællands Odde",https://www.boliga.dk/adresse/kiselvej-4-4583-sjaellands-odde-852086109,Fritidshus med 4 værelser,4.495.000 kr.,4,135 m²,Ejerudgift: 2.692 kr. / md.,55.983102,11.309219,Odsherred Kommune
"Mågevangen 1,  8400 Ebeltoft",https://www.boliga.dk/adresse/maagevangen-1-8400-ebeltoft-499510605,Fritidshus med 5 værelser,4.995.000 kr.,5,127 m²,Ejerudgift: 4.040 kr. / md.,56.231598,10.626953,Syddjurs Kommune
"Kærvejen 27,  8585 Glesborg",https://www.boliga.dk/adresse/kaervejen-27-8585-glesborg-2013268400,Villa med 5 værelser,5.200.000 kr.,5,162 m²,56.883 m²,56.516757,10.626065,Norddjurs Kommune
"Solskrænten 58,  8410 Rønde",https://www.boliga.dk/adresse/solskraenten-58-8410-roende-2071886159,Villa med 6 værelser,-5%  5.245.000 kr.,6,216 m²,1.542 m²,56.311403,10.412282,Syddjurs Kommune
"Strøvej 33 + 33A,  3320 Skævinge",https://www.boliga.dk/adresse/stroevej-33---33-3320-skaevinge-2061385,Villa med 5 værelser,5.500.000 kr.,5,199 m²,1.964 m²,55.8951933,12.1504302,Hillerød Kommune
"Skydebanevej 9,  4780 Stege",https://www.boliga.dk/adresse/skydebanevej-9-4780-stege-1646477097,Villa med 4 værelser,5.995.000 kr.,4,151 m²,4.417 m²,55.00161,12.273422,Vordingborg Kommune
"Hovvejen 52,  4760 Vordingborg",https://www.boliga.dk/adresse/hovvejen-52-4760-vordingborg-1375503631,Landejendom med 3 værelser,5.995.000 kr.,3,179 m²,127.000 m²,55.063848,11.877028,Vordingborg Kommune
"Poppelvej 17,  4500 Nykøbing Sj",https://www.boliga.dk/adresse/poppelvej-17-4500-nykoebing-sj-578355442,Fritidshus med 7 værelser,7.000.000 kr.,7,198 m²,Ejerudgift: 5.512 kr. / md.,55.942752,11.675073,Odsherred Kommune
"Askemose Åvej 7,  3210 Vejby",https://www.boliga.dk/adresse/askemose-aavej-7-3210-vejby-692473622,Landejendom med 5 værelser,7.700.000 kr.,5,255 m²,72.990 m²,56.062046,12.136359,Gribskov Kommune
"Toldergårdsvej 25, Vesterby,  9990 Skagen",https://www.boliga.dk/adresse/toldergaardsvej-25-9990-skagen-1475196332,Fritidshus med 3 værelser,10.995.000 kr.,3,186 m²,Ejerudgift: 7.796 kr. / md.,57.718025,10.563884,Frederikshavn Kommune
"Skovridergårdsvej 14,  2830 Virum",https://www.boliga.dk/adresse/skovridergaardsvej-14-2830-virum-769323239,Villa med 8 værelser,18.495.000 kr.,8,182 m²,2.072 m²,55.800436,12.476469,Rudersdal Kommune
"Grankrogen 4, Østerby Havn,  9940 Læsø",https://www.boliga.dk/adresse/grankrogen-4-9940-laesoe-1177403649,Fritidsgrund,175.000 kr.,6.189 m²,Ejerudgift: 239 kr. / md.,,,,
"Venøvej 62,  7840 Højslev",https://www.boliga.dk/adresse/venoevej-62-7840-hoejslev-662060517,Fritidsgrund,300.000 kr.,4.188 m²,Ejerudgift: 168 kr. / md.,,56.599328,9.27281,Skive Kommune
"Toften 10,  6830 Nørre Nebel",https://www.boliga.dk/adresse/toften-10-6830-noerre-nebel-1680663166,Helårsgrund,395.000 kr.,7.910 m²,Ejerudgift: 1.140 kr. / md.,,55.778248,8.282555,Varde Kommune
"Doktorvejen 62, Bangsbo,  9940 Læsø",https://www.boliga.dk/adresse/doktorvejen-62-9940-laesoe-537512241,Fritidshus med 2 værelser,595.000 kr.,2,40 m²,Ejerudgift: 1.095 kr. / md.,,,
"Haderisvej 1,  7540 Haderup",https://www.boliga.dk/adresse/haderisvej-1-7540-haderup-194312010,Villa med 3 værelser,650.000 kr.,3,52 m²,Ejerudgift: 635 kr. / md.,56.385304,9.002374,Herning Kommune
"Kalundborgvej 132,  4400 Kalundborg",https://www.boliga.dk/adresse/kalundborgvej-132-4400-kalundborg-31384856,Villa med 4 værelser,795.000 kr.,4,166 m²,1.779 m²,55.668251,11.224534,Kalundborg Kommune
"Egernvej 40, Krogen,  9460 Brovst",https://www.boliga.dk/adresse/egernvej-40-9460-brovst-712162275,Fritidshus med 2 værelser,795.000 kr.,2,40 m²,Ejerudgift: 1.173 kr. / md.,57.14835,9.484635,Jammerbugt Kommune
"Stoklundvejen 19, Byrum,  9940 Læsø",https://www.boliga.dk/adresse/stoklundvejen-19-9940-laesoe-398470569,Villa med 5 værelser,795.000 kr.,5,156 m²,8.194 m²,57.2546138,11.0204113,Læsø Kommune
"Plantagen 20, Mollerup,  7900 Nykøbing M",https://www.boliga.dk/adresse/plantagen-20-7900-nykoebing-m-1388273576,Landejendom med 5 værelser,860.000 kr.,5,166 m²,10.001 m²,,,
"Skomagerbakken 80,  9260 Gistrup",https://www.boliga.dk/adresse/skomagerbakken-80-9260-gistrup-813088811,Villa med 4 værelser,-5%  895.000 kr.,4,130 m²,8.200 m²,56.940605,10.02127,Aalborg Kommune
"Mogensbækvej 2,  9881 Bindslev",https://www.boliga.dk/adresse/mogensbaekvej-2-9881-bindslev-1607882766,Villa med 5 værelser,895.000 kr.,5,197 m²,2.246 m²,57.524283,10.196544,Hjørring Kommune
"Hovervej 88,  6971 Spjald",https://www.boliga.dk/adresse/hovervej-88-6971-spjald-1754076694,Villa med 6 værelser,900.000 kr.,6,145 m²,,56.143066,8.428861,Ringkøbing-Skjern Kommune
"Stokkildhovedvej 7, Kollund,  7400 Herning",https://www.boliga.dk/adresse/stokkildhovedvej-7-7400-herning-1488977111,Villa med 6 værelser,995.000 kr.,6,191 m²,Ejerudgift: 1.428 kr. / md.,56.092261,9.029522,Herning Kommune
"Hornegyden 10,  5600 Faaborg",https://www.boliga.dk/adresse/hornegyden-10-5600-faaborg-1682338484,Villa med 5 værelser,995.000 kr.,5,161 m²,4.357 m²,55.125835,10.177253,Faaborg-Midtfyn Kommune
"Lynglund 1,  9300 Sæby",https://www.boliga.dk/adresse/lynglund-1-9300-saeby-162526876,Fritidshus med 3 værelser,1.195.000 kr.,3,78 m²,Ejerudgift: 1.219 kr. / md.,57.241548,10.534018,Frederikshavn Kommune
"Byvejen 88, Gummerup,  5620 Glamsbjerg",https://www.boliga.dk/adresse/byvejen-88-5620-glamsbjerg-644171021,Villa med 3 værelser,-8%  1.195.000 kr.,3,102 m²,1.509 m²,55.256511,10.131195,Assens Kommune
"Blomstervangen 62, Jegum,  6840 Oksbøl",https://www.boliga.dk/adresse/blomstervangen-62-6840-oksboel-1053052385,Fritidshus med 4 værelser,1.198.000 kr.,4,74 m²,Ejerudgift: 1.421 kr. / md.,55.664318,8.319734,Varde Kommune
"Skovvej 5,  4960 Holeby",https://www.boliga.dk/adresse/skovvej-5-4960-holeby-1701972282,Villa med 5 værelser,-11%  1.245.000 kr.,5,174 m²,2.344 m²,54.713339,11.475902,Lolland Kommune
"Frøstrupvej 200,  6830 Nørre Nebel",https://www.boliga.dk/adresse/froestrupvej-200-6830-noerre-nebel-560735749,Landejendom med 8 værelser,1.248.000 kr.,8,293 m²,6.000 m²,55.736985,8.424745,Varde Kommune
"Vollerupvej 53,  4200 Slagelse",https://www.boliga.dk/adresse/vollerupvej-53-4200-slagelse-954082689,Villa med 5 værelser,1.250.000 kr.,5,217 m²,10.095 m²,55.32415,11.437626,Slagelse Kommune
"Øksenhøjvej 19, Lime,  8544 Mørke",https://www.boliga.dk/adresse/oeksenhoejvej-19-8544-moerke-1603669322,Landejendom med 5 værelser,1.295.000 kr.,5,165 m²,15.000 m²,56.385428,10.237899,Syddjurs Kommune
"Pynten 3, Tornby,  9850 Hirtshals",https://www.boliga.dk/adresse/pynten-3-9850-hirtshals-1620966045,Fritidshus med 3 værelser,1.295.000 kr.,3,69 m²,Ejerudgift: 1.437 kr. / md.,,,
"Hafdrupvej 10,  6580 Vamdrup",https://www.boliga.dk/adresse/hafdrupvej-10-6580-vamdrup-1514456410,Villa med 7 værelser,1.445.000 kr.,7,197 m²,4.410 m²,55.438614,9.227663,Kolding Kommune
"Tingvejen 36C,  6500 Vojens",https://www.boliga.dk/adresse/tingvejen-36c-6500-vojens-973688436,Villa med 6 værelser,1.450.000 kr.,6,168 m²,2.613 m²,55.237597,9.282659,Haderslev Kommune
"Kirkebakken 7, Ræhr,  7730 Hanstholm",https://www.boliga.dk/adresse/kirkebakken-7-7730-hanstholm-313681947,Villa med 4 værelser,1.495.000 kr.,4,168 m²,2.202 m²,57.09335,8.666675,Thisted Kommune
"P Snejkers Vej 59, Søndervig,  6950 Ringkøbing",https://www.boliga.dk/adresse/p-snejkers-vej-59-6950-ringkoebing-1903098089,Fritidshus med 4 værelser,1.675.000 kr.,4,67 m²,Ejerudgift: 2.236 kr. / md.,,,
"Rylevej 18, Dalby Bugten,  5370 Mesinge",https://www.boliga.dk/adresse/rylevej-18-5370-mesinge-824770830,Fritidshus med 2 værelser,1.695.000 kr.,2,48 m²,Ejerudgift: 1.295 kr. / md.,,,
"Lykkevej 10, Tibirke Sand,  3300 Frederiksværk",https://www.boliga.dk/adresse/lykkevej-10-3300-frederiksvaerk-1294720217,Fritidshus med 1 værelse,1.695.000 kr.,1,40 m²,Ejerudgift: 1.913 kr. / md.,56.017621,12.060642,Gribskov Kommune
"Nygade 36,  6690 Gørding",https://www.boliga.dk/adresse/nygade-36-6690-goerding-1385406540,Landejendom med 6 værelser,1.698.000 kr.,6,120 m²,23.786 m²,55.468187,8.791859,Esbjerg Kommune
"Brombærvej 1, Hostrup,  7860 Spøttrup",https://www.boliga.dk/adresse/brombaervej-1-7860-spoettrup-1311429492,Fritidshus med 4 værelser,1.795.000 kr.,4,97 m²,Ejerudgift: 1.470 kr. / md.,56.572068,8.743922,Skive Kommune
"Forsythiastien 33,  2610 Rødovre",https://www.boliga.dk/adresse/forsythiastien-33-2610-roedovre-1355905793,Fritidshus med 1 værelse,1.795.000 kr.,1,50 m²,Ejerudgift: 575 kr. / md.,55.691965,12.441229,Rødovre Kommune
"Sønder Klitvej 228,  6960 Hvide Sande",https://www.boliga.dk/adresse/soender-klitvej-228-6960-hvide-sande-1427116625,Villa med 2 værelser,1.995.000 kr.,2,90 m²,1.853 m²,55.876752,8.176882,Ringkøbing-Skjern Kommune
"Engesvangvej 11,  9575 Terndrup",https://www.boliga.dk/adresse/engesvangvej-11-9575-terndrup-269744601,Villa med 5 værelser,1.995.000 kr.,5,255 m²,4.865 m²,56.834304,10.043785,Rebild Kommune
"Ellensvej 33,  7100 Vejle",https://www.boliga.dk/adresse/ellensvej-33-7100-vejle-1112054364,Villa med 4 værelser,2.295.000 kr.,4,150 m²,4.940 m²,55.724855,9.454743,Vejle Kommune
"Rubjerghøj 16, Ølby,  7600 Struer",https://www.boliga.dk/adresse/rubjerghoej-16-7600-struer-1325017216,Landejendom med 5 værelser,2.325.000 kr.,5,170 m²,20.000 m²,,,
"Nykjærsvej 8, Ørby,  8420 Knebel",https://www.boliga.dk/adresse/nykjaersvej-8-8420-knebel-217168168,Fritidshus med 4 værelser,2.325.000 kr.,4,73 m²,Ejerudgift: 2.394 kr. / md.,,,
"Skuderløse Indelukke 16,  4690 Haslev",https://www.boliga.dk/adresse/skuderloese-indelukke-16-4690-haslev-355795676,Villa med 8 værelser,2.345.000 kr.,8,237 m²,3.999 m²,55.293646,11.89674,Faxe Kommune
"Dybvighovedvej 91, Løjt Kirkeby,  6200 Aabenraa",https://www.boliga.dk/adresse/dybvighovedvej-91-6200-aabenraa-1625531504,Villa med 5 værelser,2.450.000 kr.,5,169 m²,2.075 m²,55.100572,9.467292,Aabenraa Kommune
"Skibsbyggervej 13,  8585 Glesborg",https://www.boliga.dk/adresse/skibsbyggervej-13-8585-glesborg-135133816,Villa med 7 værelser,2.495.000 kr.,7,202 m²,1.625 m²,56.52769,10.711376,Norddjurs Kommune
"Polleholmsvej 3, Illebølle,  5900 Rudkøbing",https://www.boliga.dk/adresse/polleholmsvej-3-5900-rudkoebing-1664367861,Villa med 6 værelser,2.495.000 kr.,6,200 m²,19.999 m²,,,
"Smedestræde 4, Åsø,  4171 Glumsø",https://www.boliga.dk/adresse/smedestraede-4-4171-glumsoe-1251451865,Villa med 6 værelser,2.495.000 kr.,6,199 m²,7.367 m²,,,
"Longvej 9, Refsvindinge,  5853 Ørbæk",https://www.boliga.dk/adresse/longvej-9-5853-oerbaek-462514769,Villa med 8 værelser,2.595.000 kr.,8,200 m²,7.705 m²,55.273279,10.670974,Nyborg Kommune
"Præstekæret 17, Påby,  6000 Kolding",https://www.boliga.dk/adresse/praestekaeret-17-6000-kolding-1487124439,Landejendom med 9 værelser,2.750.000 kr.,9,280 m²,64.000 m²,55.504209,9.416606,Kolding Kommune
"Floraparken 18A,  4690 Haslev",https://www.boliga.dk/adresse/floraparken-18a-4690-haslev-1112962078,Villa med 4 værelser,2.785.000 kr.,4,126 m²,1.609 m²,55.317022,11.974273,Faxe Kommune
"Vardevej 17, Rousthøje,  6818 Årre",https://www.boliga.dk/adresse/vardevej-17-6818-aarre-1582185262,Landejendom med 8 værelser,2.825.000 kr.,8,292 m²,35.529 m²,,,
"Elefantvej 4,  4581 Rørvig",https://www.boliga.dk/adresse/elefantvej-4-4581-roervig-171386020,Fritidshus med 4 værelser,2.895.000 kr.,4,92 m²,Ejerudgift: 3.383 kr. / md.,55.941535,11.718293,Odsherred Kommune
"Tarmvej 94,  6880 Tarm",https://www.boliga.dk/adresse/tarmvej-94-6880-tarm-1351224999,Villa med 5 værelser,2.948.000 kr.,5,202 m²,3.302 m²,55.900295,8.434151,Ringkøbing-Skjern Kommune
"Moselund 7, Kaldred,  4593 Eskebjerg",https://www.boliga.dk/adresse/moselund-7-4593-eskebjerg-300146958,Landejendom med 5 værelser,2.975.000 kr.,5,242 m²,117.200 m²,55.680424,11.254192,Kalundborg Kommune
"Ansvej 39,  8840 Rødkærsbro",https://www.boliga.dk/adresse/ansvej-39-8840-roedkaersbro-870023830,Villa med 8 værelser,2.995.000 kr.,8,177 m²,19.453 m²,56.312934,9.528107,Silkeborg Kommune
"Nordkrogen 25,  6857 Blåvand",https://www.boliga.dk/adresse/nordkrogen-25-6857-blaavand-107166870,Fritidshus med 3 værelser,2.995.000 kr.,3,49 m²,Ejerudgift: 2.556 kr. / md.,55.562252,8.1266,Varde Kommune
"Rosendalsvej 4, Gærum,  9900 Frederikshavn",https://www.boliga.dk/adresse/rosendalsvej-4-9900-frederikshavn-684478948,Landejendom med 6 værelser,2.998.000 kr.,6,214 m²,35.100 m²,57.412838,10.423547,Frederikshavn Kommune
"Raappenvej 12,  9492 Blokhus",https://www.boliga.dk/adresse/raappenvej-12-9492-blokhus-1584038377,Fritidshus med 4 værelser,3.195.000 kr.,4,101 m²,Ejerudgift: 2.529 kr. / md.,57.257193,9.61813,Jammerbugt Kommune
"Sjørupvej 34,  8800 Viborg",https://www.boliga.dk/adresse/sjoerupvej-34-8800-viborg-1990193049,Landejendom med 5 værelser,3.198.000 kr.,5,147 m²,70.134 m²,56.350893,9.324737,Viborg Kommune
"Sønder Klitvej 169,  6960 Hvide Sande",https://www.boliga.dk/adresse/soender-klitvej-169-6960-hvide-sande-451276740,Fritidshus med 1 værelse,3.250.000 kr.,1,48 m²,9.464 m²,55.876546,8.177881,Ringkøbing-Skjern Kommune
"Mindevej 1, Ustrup,  6500 Vojens",https://www.boliga.dk/adresse/mindevej-1-6500-vojens-2020591843,Landejendom med 7 værelser,3.250.000 kr.,7,255 m²,42.133 m²,55.205494,9.383141,Haderslev Kommune
"Fredskovstien 10, Harritslev F,  5400 Bogense",https://www.boliga.dk/adresse/fredskovstien-10-5400-bogense-809995753,Villa med 7 værelser,3.500.000 kr.,7,225 m²,3.793 m²,,,
"Kragelundtoften 14, Kragelund,  8600 Silkeborg",https://www.boliga.dk/adresse/kragelundtoften-14-8600-silkeborg-1133726990,Villa med 3 værelser,3.595.000 kr.,3,172 m²,1.711 m²,56.1969,9.412086,Silkeborg Kommune
"Astavej 12,  9480 Løkken",https://www.boliga.dk/adresse/astavej-12-9480-loekken-501741911,Fritidshus med 4 værelser,3.795.000 kr.,4,148 m²,Ejerudgift: 2.865 kr. / md.,57.350878,9.696468,Jammerbugt Kommune
"Kildebjergvej 5,  9800 Hjørring",https://www.boliga.dk/adresse/kildebjergvej-5-9800-hjoerring-1928396976,Villa med 5 værelser,3.995.000 kr.,5,184 m²,1.619 m²,57.438668,9.962695,Hjørring Kommune
"Kastorvej 9B,  3210 Vejby",https://www.boliga.dk/adresse/kastorvej-9b-3210-vejby-790897443,Fritidshus med 3 værelser,3.995.000 kr.,3,117 m²,Ejerudgift: 3.045 kr. / md.,56.079027,12.138606,Gribskov Kommune
"Åvang 11,  6000 Kolding",https://www.boliga.dk/adresse/aavang-11-6000-kolding-787113946,Villa med 8 værelser,4.195.000 kr.,8,191 m²,3.620 m²,55.49523,9.441973,Kolding Kommune
"Dr.Larsens Vej 4,  8370 Hadsten",https://www.boliga.dk/adresse/drlarsens-vej-4-8370-hadsten-282337640,Villa med 7 værelser,-7%  4.200.000 kr.,7,306 m²,2.282 m²,,,
"Alrøvej 404, Alrø,  8300 Odder",https://www.boliga.dk/adresse/alroevej-404-8300-odder-1229594067,Landejendom med 6 værelser,4.295.000 kr.,6,155 m²,31.861 m²,55.8565132,10.07205,Odder Kommune
"Svalmstrupvej 7, Svalmstrup,  4174 Jystrup Midtsj",https://www.boliga.dk/adresse/svalmstrupvej-7-4174-jystrup-midtsj-145535522,Villa med 7 værelser,4.995.000 kr.,7,179 m²,15.030 m²,,,
"Strandvejen 94, Vrist,  7673 Harboøre",https://www.boliga.dk/adresse/strandvejen-94-7673-harbooere-1169183656,Villa med 10 værelser,4.995.000 kr.,10,339 m²,5.520 m²,56.597809,8.147892,Lemvig Kommune
"Gedehavevej 77,  4230 Skælskør",https://www.boliga.dk/adresse/gedehavevej-77-4230-skaelskoer-661633341,Landejendom med 10 værelser,-4%  5.500.000 kr.,10,220 m²,224.565 m²,55.235594,11.25806,Slagelse Kommune
"Stenbjergvej 8,  4550 Asnæs",https://www.boliga.dk/adresse/stenbjergvej-8-4550-asnaes-773706351,Landejendom med 6 værelser,5.995.000 kr.,6,265 m²,78.000 m²,55.825568,11.531971,Odsherred Kommune
"Malling Bjergevej 10,  8340 Malling",https://www.boliga.dk/adresse/malling-bjergevej-10-8340-malling-1654009341,Landejendom med 7 værelser,-3%  6.795.000 kr.,7,213 m²,28.000 m²,56.043512,10.217163,Aarhus Kommune
"Skebjergvej 41, Smørumnedre,  2765 Smørum",https://www.boliga.dk/adresse/skebjergvej-41-2765-smoerum-1852702720,Landejendom med 10 værelser,7.695.000 kr.,10,174 m²,21.805 m²,55.73105,12.317576,Egedal Kommune
"Vembvej 11,  7500 Holstebro",https://www.boliga.dk/adresse/vembvej-11-7500-holstebro-965795921,Landejendom med 5 værelser,7.750.000 kr.,5,159 m²,311.876 m²,56.367442,8.535946,Holstebro Kommune
"Østenkrog 18,  9560 Hadsund",https://www.boliga.dk/adresse/oestenkrog-18-9560-hadsund-1103563399,Fritidshus med 3 værelser,7.995.000 kr.,3,130 m²,Ejerudgift: 4.622 kr. / md.,56.810495,10.273157,Mariagerfjord Kommune
"Kløren 13, Tornby,  9850 Hirtshals",https://www.boliga.dk/adresse/kloeren-13-9850-hirtshals-100952207,Fritidshus med 4 værelser,7.995.000 kr.,4,125 m²,Ejerudgift: 3.978 kr. / md.,,,
"Pallesdamvej 22,  7840 Højslev",https://www.boliga.dk/adresse/pallesdamvej-22-7840-hoejslev-1440272402,Landejendom med 9 værelser,8.000.000 kr.,9,277 m²,315.171 m²,56.598201,9.112037,Skive Kommune
"Strandstien 10,  2680 Solrød Strand",https://www.boliga.dk/adresse/strandstien-10-2680-solroed-strand-1816420527,Villa med 6 værelser,-4%  9.600.000 kr.,6,189 m²,1.689 m²,55.520221,12.217427,Solrød Kommune
"Langerødvej 45A, Langerød,  3480 Fredensborg",https://www.boliga.dk/adresse/langeroedvej-45a-3480-fredensborg-438698359,Villa med 9 værelser,9.700.000 kr.,9,229 m²,5.903 m²,55.984236,12.460238,Fredensborg Kommune
"Nødebo Overdrev 2,  3480 Fredensborg",https://www.boliga.dk/adresse/noedebo-overdrev-2-3480-fredensborg-207475960,Villa med 8 værelser,9.995.000 kr.,8,282 m²,20.200 m²,55.95231,12.354444,Fredensborg Kommune
"Guldagervej 18, Hjerting,  6710 Esbjerg V",https://www.boliga.dk/adresse/guldagervej-18-6710-esbjerg-v-253365023,Villa med 7 værelser,11.498.000 kr.,7,296 m²,23.689 m²,55.523874,8.356484,Esbjerg Kommune
"Gøngehusvej 256,  2970 Hørsholm",https://www.boliga.dk/adresse/goengehusvej-256-2970-hoersholm-1935715029,Villa med 8 værelser,18.995.000 kr.,8,426 m²,11.300 m²,55.847304,12.500475,Rudersdal Kommune
"Sirenevej 2, 1. 401, Dueodde,  3730 Nexø",https://www.boliga.dk/adresse/sirenevej-2-1-401-3730-nexoe-830170786,Fritidshus med 1 værelse,395.000 kr.,1,28 m²,Ejerudgift: 1.321 kr. / md.,,,
"Højvej 3, Sparkær,  8800 Viborg",https://www.boliga.dk/adresse/hoejvej-3-8800-viborg-276473977,Villa med 3 værelser,595.000 kr.,3,100 m²,2.100 m²,56.473937,9.225426,Viborg Kommune
"Skuerupvej 15,  4295 Stenlille",https://www.boliga.dk/adresse/skuerupvej-15-4295-stenlille-550325837,Helårsgrund,695.000 kr.,3.306 m²,Ejerudgift: 1.301 kr. / md.,,55.541242,11.563338,Sorø Kommune
"Vilslevvej 21, Vilslev,  6771 Gredstedbro",https://www.boliga.dk/adresse/vilslevvej-21-6771-gredstedbro-1223565520,Villa med 5 værelser,898.000 kr.,5,125 m²,1.817 m²,55.39715,8.713407,Esbjerg Kommune
"Høtoftevej 2, Permelille,  8305 Samsø",https://www.boliga.dk/adresse/hoetoftevej-2-8305-samsoe-654829783,Villa med 3 værelser,995.000 kr.,3,184 m²,13.991 m²,55.802488,10.582862,Samsø Kommune
